CountyCityName,TownshipName,VillageName,PollStationNo,DistrictName,DrawNo,VoteCounts,VoteRate,CandidateName,EndorsementPartyName,Gender,IsIncumbent,Elected
臺北市,,,0,0,1,3941,0.28,紀榮治,無,1,N,
臺北市,,,0,0,2,424905,30.17,趙少康,新黨,1,N,
臺北市,,,0,0,3,615090,43.67,陳水扁,民主進步黨,1,N,T
臺北市,,,0,0,4,364618,25.89,黃大洲,中國國民黨,1,Y,
高雄市,,,0,0,1,400766,54.46,吳敦義,中國國民黨,1,Y,T
高雄市,,,0,0,2,13084,1.78,施鐘響,無,1,N,
高雄市,,,0,0,3,289110,39.29,張俊雄,民主進步黨,1,N,
高雄市,,,0,0,4,7513,1.02,鄭德耀,無,1,N,
高雄市,,,0,0,5,25413,3.45,湯阿根,新黨,1,N,
臺北市,松山區,,0,0,1,257,0.23,紀榮治,無,1,N,
臺北市,松山區,,0,0,2,38575,35.06,趙少康,新黨,1,N,
臺北市,松山區,,0,0,3,45468,41.32,陳水扁,民主進步黨,1,N,T
臺北市,松山區,,0,0,4,25741,23.39,黃大洲,中國國民黨,1,Y,
臺北市,信義區,,0,0,1,397,0.29,紀榮治,無,1,N,
臺北市,信義區,,0,0,2,49354,36.46,趙少康,新黨,1,N,
臺北市,信義區,,0,0,3,51587,38.11,陳水扁,民主進步黨,1,N,T
臺北市,信義區,,0,0,4,34027,25.14,黃大洲,中國國民黨,1,Y,
臺北市,大安區,,0,0,1,349,0.20,紀榮治,無,1,N,
臺北市,大安區,,0,0,2,68907,40.00,趙少康,新黨,1,N,
臺北市,大安區,,0,0,3,61986,35.99,陳水扁,民主進步黨,1,N,T
臺北市,大安區,,0,0,4,41005,23.81,黃大洲,中國國民黨,1,Y,
臺北市,中山區,,0,0,1,253,0.22,紀榮治,無,1,N,
臺北市,中山區,,0,0,2,28750,24.85,趙少康,新黨,1,N,
臺北市,中山區,,0,0,3,56640,48.96,陳水扁,民主進步黨,1,N,T
臺北市,中山區,,0,0,4,30053,25.98,黃大洲,中國國民黨,1,Y,
臺北市,中正區,,0,0,1,221,0.24,紀榮治,無,1,N,
臺北市,中正區,,0,0,2,30323,33.61,趙少康,新黨,1,N,
臺北市,中正區,,0,0,3,35350,39.18,陳水扁,民主進步黨,1,N,T
臺北市,中正區,,0,0,4,24330,26.97,黃大洲,中國國民黨,1,Y,
臺北市,大同區,,0,0,1,180,0.24,紀榮治,無,1,N,
臺北市,大同區,,0,0,2,10643,14.20,趙少康,新黨,1,N,
臺北市,大同區,,0,0,3,44559,59.46,陳水扁,民主進步黨,1,N,T
